120 123  79  53  25  39  56  24  12  12  11  11  11  17  53  76  68  60  89  84 148  44  12   6   1   1   1   3  23  30  38  51  38  38  21  17   6   1   0   3  13  32  79 150 191 243 345 191  96  23  10  55  30  11  10   8   8   6   3   1   1   0   0   1   2   3   4   5   5   4   2   3   4  11  15  16  13  12  11  10  10   9   7   6   6   3   1   1   0   0   0   0   0   0   0   0   0   0   0   0  -1  -1   0   0   0   0   0   0
118 115 128  78  59  44  55  14  12  14  11  10  10  11  35  74 119  73 107 121 181 166  27   6   1   0   1   1   3  20  22  16  18  17  18   3   1   0   0   3  10  22  33  60 112 227 258 180 218  63   9   6   5  56   6   5   4   4   1   1   0   0   2   3   5   4   5   5   5   3   0   0   2   8  18  20  19  17  17  20  18  14  11  10   7   5   3   2   0   0   0   0   0   0   0   0   0   0   0  -1  -2  -1   0   0   0   0   0   0
 72  72 120 144 121 118 119  24  20  60  65  10   8   8   8  59  70  86  73 118 177 220  64  10   1   0   0   0   0   1   1   1   3   5  10   1   0   0   0   5  11  24  30  47  73 121 161 121 131 106  22   5   2   4   6   2   1   1   1   0   0   2  54  12  17  31  51  53  31   5   0   0   5   8  22  30  29  24  28  24  27  20  18  18  14  10   7   3   2   1   0   0   0   0   0   0   0   0   0  -2  -2  -1   0   0   0   0   0   0
 71  81 141  79  67 100 121  71  57  87  30  17   8   6   1   9  42  93  73  92 160 239 135  38   8   0   0   0   0   0   0   0   0   1   0   0   0   0   1   3  10  22  60  60 120 131 117  98  78  60  30  11   4   1   1   1   1   1   0   0   0   1   8  51  55  79  73  67  81  55   0   0  11  10  28  32  39  36  39  39  30  18  23  26  20  18  15   8   5   3   0   0   0   0   0   0   0   0  -1  -2  -2  -1   0   0   0  -1  -1  -1
 78  68  63  68  60 121  64  90 118  93 121  59  11   7   3   3  20  64 100  73 120 160 204 168  30   1   0   0   0   0   0   0   0   0   0   0   0   0   3   7  11  19  52  91 123 179 181 181 213 108  30  14   3   0   0   1   0   0   0   0   0   0   5   4  10  27  59  60  22   5   0   0   5  10  20  41  42  45  42  33  24  24  35  30  24  18  16  12   7   3   3   0   0   0   0   0   0   0  -1  -2  -2   0   0   0  -1  -1  -1  -1
118  79  74  60  60  60  94 128  50 100  44  12  10   8   7   3   8  60  60  93  60  69 121 127 121   7   0   0   0   0   0   0   0   0   0   0   0   0   0   1  36  18  49 183 202 197 173 122 127  87 117  10   2   0   0   0   0   0   0   0   0   0   0   0   0   0   1   4   3   1   2   0   0   6  20  35  47  48  39  42  32  37  42  36  30  30  22  14  12   6   6   6   0   0   0  -1  -1  -1  -1   0   0  -1  -1  -1  -1   0  -1  -1
123 121 107  69  81  60  59  26  59  24  12  26  23  10   6   5   0  20  48  60 144  86  23  29  44   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0  30  17  40 121 145 226 162 122 174 180 121  25   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   7   0   0   1  11  25  42  45  54  47  40  31  54  51  36  42  36  18  23  22  17  11  10   0   0   3   0  -1  -1  -1   0   0  -2  -2  -1  -1   0  -2  -1
182 182 234 127 102  60 173 213  39  43 102 121  24  10   6   3   1   0  20  43 100 136  80   9   4   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3  15  25  61 138 144 134 175 274 304 182  55  10   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  40   6   4   9  28  47  48  49  56  56  53  57  60  53  58  29  40  24  30  18  11   5   0   0  -1   0   0   0   0   0  -2  -2  -2  -2   0  -2  -2  -1
241 179 192 243 124  96 100 182  49  75 255 184 124  21   6   1   0   0   4  19  53  60  90  46   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   7  18  28  60 102 181 158 177 287 182  79  45  40   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7  60  11  19  28  34  59  60  61  62  60  60  60  43  50  44  47  30  30  30  14   0   0  -2  -2  -2  -2  -1   0  -1  -2  -2  -2  -2   0  -2  -2   0
160 124 138 181 207 184 170 217 142 241 160 337 215  63   0   0   0   0   0   1   6  29  49 142  17   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   8  30  51 139 149 183 254 114 223 183 183 114  31   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   5  18  39  39  60  60  70  62  60  61  60  60  60  56  50  43  35  20  10   0  -1  -2  -2  -2  -2  -2  -1  -2  -2  -2  -1   0  -2  -2  -2   0
142 121 122 234 226 268 274 334 141 122 193 367 392 224  16   0   0   0   0   0   0   3   6  15  28   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5  30  32  59 113 204 234 145 121 189 243 121  31   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  12  11  31  30  60  65  57  60  79  60  62  60  30  30  31  44  33  30   6   0  -2  -2  -2  -2  -2  -2  -2  -2  -2  -2   0  -2  -2  -2  -2   0
194 128 181 182 236 304 200 234 183  70 190 252 259 129  14   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1  28  30  58  60  96 181 180 100 182 249 215 155   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   7  18  30  36  60  73  61  60  60  59  48  30  22  40  30  29   0   0  -2  -2  -2  -2  -2  -2  -2  -2  -1  -2  -1  -2  -2  -2  -2  -1
402 155 182 137 134 127 279  62 146 109 156  65  61  45   9   6  53  15   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5   1  22  51  47  60 105 110 134  69 180 195 326 140  33   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5  26  60  60  60  74  56  51  30  30  33  35  22  36  30  29   0   0  -2  -2  -2  -2  -2  -2  -2  -2   0  -2  -1  -3   0  -1   0   0
356 181 182 144 171  94 118  76  83 116  47  21  23  60  21  24  24  60  23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  28   1  18  27  60  61 102 121 246  62 121 166 211 172  52   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1  10  60  60  60  63  60  60  60  30  26  15  22  30   5   0   0   0  -2  -2  -2  -2  -2   0  -2  -2   0  -1  -2  -3  -2  -2  -2   0
158 242 276 184 240 115  60  60 113  93  50  24  18  19  18  50  20   6  24   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   8   4  10  14  26  80 122 117  63 108 121 118 206  62   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5  41  60  60  50  30  78  35  48  35  33  12  10   0   1   0   0  -2  -2  -2  -2   0   0   0   0   0   0  -1  -2  -2  -2  -2  -2
 75 161 248 279 280 299 294 131 121  87  60  24  58  16   7   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   4   7  12  21  28  55  86 155  69  46  49 107 117  76   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5  18  54  60  30  42  39  45  15  30  30  30   0   2   0  -2   0   0   0   0   0   0  -2  -2  -1  -1   0   0  -2  -1   0  -2   0
 64 110 121 239 204 320 364 389 301 179 123  49 119  23  15   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  22   0   5   5  23  59  30  60 121 121  60  41  60  57  23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6  13  31  49  30  57  33  38  29   1   0   5   0   0  -2   0   0   0   0   0  -2  -2  -2  -2  -2   0   0  -1   0  -2   0   0
 61 105  71 104 114 219 221 234 286 285 193  93 103 106  31  13   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  36   0  18  60  60  40  26  80 120  95  41  27  14   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5  26  50  28  41  17   0   0  -2   0   0  -2  -3   0   0  -1   0  -2  -2  -2  -2  -2  -2   0   0  -3  -2  -2  -2   0
 60  65  96 168  73 117 127 284 366 388 342 244 113 106  34  58  23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0  20 103  35  42   0  54 114 121  59   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9   5   0   0   0  -2  -2  -2  -2  -2  -2   0   0  -1   0  -2  -2  -1  -2  -1   0   0   0   0   0  -3  -2  -2
101  82  60 147 297 388 188 174 411 428 534 369 167  97  60  81  31  13   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   5  31  78  55  20   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  -2  -2  -2  -2  -2  -2  -2  -2   0   0   0   0  -2  -2   0   0   0   0  -2  -2   0   0   0   0  -2
248 170 117 114 243 128 117 184 243 245 310 487 330 177 157 172 121  23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  55  85  26  57  19   4   0   0   8  34  32   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  -2  -2  -2  -2  -2  -2  -1   0   0  -2   0   0   0   0   0   0   0   0  -2  -2  -2  -2   0   0   0
263 170 238 120 165 150 259 147 222 208 163 199 368 346 287 180  61  71   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8  48  89 122 182 125  60   2   0   0   2   0   0   0   0   0   0   0   0   0   1  14  16   9   8   4   3   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0  -1  -2  -2  -2  -2   0   0   0  -2  -2   0   0   0   0   0   0   0   0   0  -2  -2  -2   0  -3  -1
130 121 227 191 134 166 181 228 302 352 183  82  70 143 302 116  24  23   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6  21  29  87 118 157 182 175  44   0   0   0   0   0   0   0   0   5   0   0   0  13 120  72  61  59  20  13   6   4   2   2   0   3   1   0   0   0   0   0   0   0   0   0   0  -2  -1   0   0   0   0  -2  -2   0   0   0   0   0   0   0   0   0   0  -2  -2  -2   0   0
265 324 259 343 243 146 245 317 264 328 400 264 237  60  60  32  59  21   8   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  26  44  87 121 181 191 218 235 166  30   0   0   0   2   1   1   1   1   3   1   1   4  92 121 121 121  72  49  24  25  17  10   6   8   7   6   3   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0  -1   0   0   0   0   0   0  -2  -2   0   0  -2  -2  -2   0  -2
 60 301 121 138 115 121 181 130 157 273 338 159 110  71  56  60  24  20   7   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6  24  25  31  48 106 124 235 183 168 158 182  42   5  29  11   9   5   1   5   5  17  16  12  28 111 163 121  86  60  58  50  31  20  24  18  13   9   6   5   5   5   3   5   4   5   3   2   0   0   0   0   0   0   0   0   0   0   0  -1  -2  -2   0   0  -2  -2  -2   0   0
124  60  60 126 173 128 134 118 181 203 122 168  66 109  54  24  24  20  17  49  28   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0  13   9   6  32  23  29  70 121  60  62 121 182 216 144 138 165  33  44  25  15   3   3   3   5  18  30  43  28  34 147 204 154 126 111 121  60  50  43  29  24  22  19  14  11  11   7   5  11  12  10   8   4   3   1   2   0   0   0   0   0   0   0  -2  -2  -2   0  -1  -2  -2   0   0  -1
374 131 244 247 304 333 382 249 236 205 108  98 171  65 109  31  22  18  65 172  81  49  59   7   0   0   0   0   0   0   0   0  25  13  13  19  36  65  40  51  78  61  61 131 184 136 110 178 192 184 149 138  49  57  38  41  62  29  28  38  46  37  37  27  36  58 247 275 179 209 124 123  76  58  50  44  38  31  19  13  20  14  12  15  18  23  13   9   8   5   3   3   1   0   0   0   0   0  -1  -1  -1  -1  -1  -1  -1   0  -1   0
328 270 181 129 194 248 318 356 343 298 210  66  93  61 126 107  51  54 150 158 228 142  42  25   0   0   0   0   0   0   0   0   0  33  49  53  59  60  60  59 121 125 165 121 196 172 188 123 218 241 169  61  59  60  66  56  60  39  39  51  52  43  40  28  48  39  89 193 219 246 245 182 141 120  86  61  65  51  34  24  27  32  34  39  61  61  22  16  12  11   8   6   4   2   1   0   0   0   0  -1  -1   0  -1  -1  -1   0  -1  -1
243 364 239 220 316 240 308 419 276 159 183 134  60  60  60  60  70 142  60 108 200  66  21  19   6   0   0   0   0   0   0   0   0  40  60  60  60  63 118  77  60  85 131 182 121 209 236 218 182 243 270 184 182  67  84  71  60  40  41  52  54  48  45  36  46  49  54  97 172 342 320 239 182 178 122 183  90 101  60  44  35  53  59  61  63  61  27  27  26  18  12   7   7   5   3   0   0   0   0   0  -1   0  -1  -1  -1   0   0  -1
182 307 425 155 239 437 448 382 270 125  68  61  92  60  60  60  60  60  56  60  32  18   0   0   0   0   0   0   0   0   0   0   0  33  58  60  60  60  67 119 180 112  67 117 121 121 243 182 243 253 230 159 124 156 119 121  60  44  43  53  56  53  50  41  51  57  62  85 158 239 327 233 298 183 243 201 197 193 122  61  60  72  61  61  60  59  57  29  26  21  15  11   9   8   5   2   0   0   0   0  -1  -1  -1  -1  -1   0   0  -1
151 220 312 429 267 186 182 316 304 258 243 130 163 202  60  60  97  60  22   0   0   0   0   0   0   0   0   0   0   0   0   0   0  30  48  58  60  60  60  65 164 113 117 167 182 145 121 182 243 304 225 121 121 121 110  64  62  51  46  55  58  59  58  47  57  62  69  80 121 171 257 349 346 254 244 294 280 183 178 121  85  86  77  61  58  49  39  32  28  23  21  14  12  10   6   4   1   0   0  -1  -2  -1   0  -2  -1   0  -1  -1
119 105 228 336 375 227 226 415 313 260 243 243 121  75 127  60  60  83  54  33   0   0   0   0   0   0   0  57   0   0   0   0   0  29  46  74 146 133 180  73  60 178 243 121 196 229 125 197 215 256 208 260 240 151 123  60  60  53  49  54  59  59  60  61  71  76  76  83  97 155 206 271 412 387 319 341 302 359 271 182 122 111  94  77  60  58  48  37  29  23  18  16  15  11   9   5   4   2   0  -1  -1  -2  -1  -1  -1   0  -1  -1
190  60 127 245 370 457 296 229 257 286 311 243 275 122  61  60  60  60  53  25   3   0   0   0   0   0   0  19  77  10   0   0   0  28  41  53  67 140 216 221  72 165 196 169 174 232 215 201 192 285 308 376 307 237 121  71  60  54  51  55  59  60  60  94 131 120 101 113 116 117 171 191 321 505 476 364 284 225 139 182 159 122 110  76  59  62  57  42  28  23  19  17  15  12  10   8   5   3   0   0  -1  -2  -1  -1  -1   0  -1  -1
243  60  59 150 227 310 415 187 242 305 381 304 315 304 188 128 114  60  30   0   0   0   0   0   0   0   0   0  61   0   0   0   0  24  36  50  89 182 152 241 234 121 121 213 243 243 242 241 291 304 268 308 398 301 135 106  61  53  52  56  59  60  60  59 134 215 121 177 180 129 146 259 292 364 456 366 250 239 216 179 183 116  94  74  70  68  61  42  30  22  22  20  16  13  11   9   6   3   1   0  -1  -1  -1  -1  -1   0  -1  -1
196 104  43   0  95 155 365 487 379 418 536 594 645 617 255  63  60  60  36  11   0   0   0   0   0   0   0   0   0   0   0   0   0  15  26  42  59 156 243 166 243 234 121 123 242 232 126 182 235 243 243 301 367 306 186 116  60  54  55  56  60  60  60  59 112 244 148 238 347 173 167 180 298 337 422 456 385 321 297 228 142 122 122 115  62  61  51  40  30  24  25  22  18  15  12   9   6   3   1   0   0  -1  -1  -1  -1   0   0  -1
 87 120  49   3   0  56 172 444 529 553 674 682 548 468 239 138 225  69  74  40  27   1   0   0   0   0   0   0   0   0   0   0   0   6  14  27  41  56 175 243 245 304 205 121 121 177 184 243 245 233 243 340 302 215 181 167  82  59  57  57  60  60  60  59  82 181 240 352 273 227 190 244 248 233 276 381 408 359 301 185 233 211 122 111 111  84  61  57  45  28  28  22  18  14  11   9   6   4   1   0   0  -1  -1  -1  -1  -1   0   0
 60  60  60  17   0   0  78 123 460 569 609 429 352 264 117  73 129  74  60  60 120 123   0   0   0   0   0   0   0   0   0   0   0   0   0   4  25  45  60 168 195 261 285 133 121 121 187 182 182 243 248 249 261 303 224 121 182 117  60  60  60 100  60  73  82 204 286 424 246 416 335 351 476 376 278 305 268 384 305 280 182 130 140 183 122 120  61  64  49  36  30  24  20  15  12   8   5   3   1   0   0  -1   0  -1  -1  -1   0   0
 36  58  60  15   0   0   0  72 241 477 466 407 175 170 197  84  60  59  60  60  53  57  20   0   0   0   0   0   0   0   0   0   0   0   0   0   9  30  49  94 242 217 340 252 181 121 127 181 243 289 222 183 143 144 203 125 133 117  60  60  73 108 181 126 118 143 246 335 322 460 537 437 702 696 456 231 188 366 263 304 272 229 125 111  96 122 122 112  58  48  36  26  21  17  12   8   5   2   1   0   0   0   0  -1  -1  -1  -1  -1
  0   0   0   0   0   0   0   0  88 274 363 366 287 129 175 171  60  46  13  48   0  12  91  54   3   0   0   0   0   0   0   0   0   0   0   0   0  23  40  57 145 304 304 363 358 250 121 169 231 228 157 121 134 121 121 121  91  60  60  60  60 111 121 206 162 133 244 364 590 528 675 763 910 794 454 223 230 183 305 220 168 126 163 124 122  74  61  56  53  61  51  34  20  16  12   9   5   3   2   0   0   0  -1  -1  -1  -1  -1  -1
  0   0   0   0   0   0   0   0   0 187 157 297 195  91  67 235  84  60   0   9   0   0   6  63 121   0   0   0   0   0   0   0   0   0   0   0   0  15  37  55  94 187 365 422 486 436 279 181 182 239 197 176 170 140 121 121 130  86 119  60  60  91 124 171 234 197 183 333 529 787 819 999 903 572 368 256 279 302 297 242 234 184 308 144 105 121 122 119  61 105  55  60  35  17  12  10   8   3   1   0  -1  -1  -1  -1  -1   0   0   0
  0   0   0   0   0   0   0   0   0   0  18  99  97  90 181 185  87  62  56   3   0   0   0  27  62   0   0   0   0   0   0   0   0   0   0   0   0   8  30  46  67 112 245 249 425 359 351 208 182 243 242 182 243 182 188 121 181 120 102  77 115 120 121 155 229 221 183 296 366 610 841 806 693 514 333 280 301 369 431 365 358 233 231 252 203  91  98  74  84  69  59  61  46  32  13   9   6   2   1   0  -1  -1  -1  -1   0   0   0   0
